Run	actual_sex	actual_sex_zw	SCiMS sample ID	Rx	Ry
S463M10000	male	female	S463M10000	0.4667	0.4061
S463M100000	male	female	S463M100000	0.4297	0.492
S463M1000000	male	female	S463M1000000	0.4213	0.4789
S464F150	female	male	S464F150	0.9341	0
S464F200	female	male	S464F200	1.6391	0
S464F250	female	male	S464F250	0.1937	0
S464F300	female	male	S464F300	0.6397	0
S464F350	female	male	S464F350	0.4762	0
S464F400	female	male	S464F400	0.3033	0
S464F450	female	male	S464F450	0.9315	0
S464F1000	female	male	S464F1000	1.1149	0
S464F5000	female	male	S464F5000	0.8729	0.0275
S464F10000	female	male	S464F10000	0.8602	0.0145
S464F100000	female	male	S464F100000	0.8477	0.0144
S464F1000000	female	male	S464F1000000	0.8563	0.0143
S464M150	male	female	S464M150	0.6844	0
S464M200	male	female	S464M200	0.1888	1.3633
S464M250	male	female	S464M250	0.3019	0
S464M300	male	female	S464M300	0.2589	0
S464M350	male	female	S464M350	0.3654	0.6817
S464M400	male	female	S464M400	0.1004	1.3633
S464M450	male	female	S464M450	0.09	1.3633
S464M1000	male	female	S464M1000	0.7841	0.2479
S464M5000	male	female	S464M5000	0.4155	0.4328
S464M10000	male	female	S464M10000	0.4694	0.4767
S464M100000	male	female	S464M100000	0.4194	0.471
S464M1000000	male	female	S464M1000000	0.415	0.4779
S465F150	female	male	S465F150	1.5459	0
S465F200	female	male	S465F200	0.4571	0
S465F250	female	male	S465F250	1.1039	0
S465F300	female	male	S465F300	1.8642	0
S465F350	female	male	S465F350	0.6716	0
S465F400	female	male	S465F400	1.246	0
S465F450	female	male	S465F450	0.9673	0
S465F1000	female	male	S465F1000	0.4116	0
S465F5000	female	male	S465F5000	0.8187	0.03
S465F10000	female	male	S465F10000	0.8519	0
S465F100000	female	male	S465F100000	0.8299	0.0133
S465F1000000	female	male	S465F1000000	0.8433	0.0122
S465M150	male	female	S465M150	0.9966	0.5453
S465M200	male	female	S465M200	0.2058	0
S465M250	male	female	S465M250	0.1673	0
S465M300	male	female	S465M300	0.2406	0
S465M350	male	female	S465M350	0.1096	0
S465M400	male	female	S465M400	0.3074	0.6817
S465M450	male	female	S465M450	0.3693	0
S465M1000	male	female	S465M1000	0.42	0.2479
S465M5000	male	female	S465M5000	0.4237	0.3181
S465M10000	male	female	S465M10000	0.4301	0.4439
S465M100000	male	female	S465M100000	0.4117	0.5183
S465M1000000	male	female	S465M1000000	0.4204	0.486
S466F200	female	male	S466F200	1.236	0
S466F250	female	male	S466F250	1.1082	0
S466F300	female	male	S466F300	0.1455	0
S466F350	female	male	S466F350	1.3902	0
S466F400	female	male	S466F400	1.2957	0
S466F450	female	male	S466F450	1.0881	0
S466F1000	female	male	S466F1000	1.0462	0
S466F5000	female	male	S466F5000	0.9149	0
S466F10000	female	male	S466F10000	0.871	0.0139
S466F100000	female	male	S466F100000	0.8403	0.013
S466F1000000	female	male	S466F1000000	0.8451	0.013
S466M150	male	female	S466M150	0.8282	0
S466M200	male	female	S466M200	0.371	0.9089
S466M250	male	female	S466M250	0.512	0.6817
S466M300	male	female	S466M300	0.2966	1.636
S466M350	male	female	S466M350	0.3108	0
S466M400	male	female	S466M400	0.099	0
S466M450	male	female	S466M450	1.1908	0.1818
S466M1000	male	female	S466M1000	0.5357	0.3636
S466M5000	male	female	S466M5000	0.373	0.347
S466M10000	male	female	S466M10000	0.3928	0.5326
S466M100000	male	female	S466M100000	0.4143	0.4523
S466M1000000	male	female	S466M1000000	0.4177	0.4872
S467F150	female	male	S467F150	0.9069	0
S467F200	female	male	S467F200	0.8824	0
S467F250	female	male	S467F250	0.7931	0
S467F300	female	male	S467F300	0.6995	0.4544
S467F350	female	male	S467F350	1.2593	0
S467F400	female	male	S467F400	0.4265	0
S467F450	female	male	S467F450	1.1011	0
S467F1000	female	male	S467F1000	0.4376	0
S467F5000	female	male	S467F5000	0.6909	0.035
S467F10000	female	male	S467F10000	0.7469	0.0807
S467F100000	female	male	S467F100000	0.8294	0.0118
S467F1000000	female	male	S467F1000000	0.8415	0.0154
S467M200	male	female	S467M200	0.5763	0
S467M300	male	female	S467M300	0.1348	0
S467M350	male	female	S467M350	0.1158	0
S467M400	male	female	S467M400	0.2929	1.0907
S467M450	male	female	S467M450	0.1711	1.8178
S467M1000	male	female	S467M1000	0.5674	0.1818
S467M5000	male	female	S467M5000	0.4206	0.6232
S467M10000	male	female	S467M10000	0.4418	0.3775
S467M100000	male	female	S467M100000	0.3904	0.5316
S467M1000000	male	female	S467M1000000	0.4222	0.4742
S468F150	female	male	S468F150	0.6345	0
S468F200	female	male	S468F200	1.3888	0
S468F250	female	male	S468F250	0.9622	0
S468F300	female	male	S468F300	1.3549	0
S468F350	female	male	S468F350	0.9253	0
S468F400	female	male	S468F400	0.6384	0
S468F450	female	male	S468F450	0.8507	0
